SOURCE_ASSET_KEY,TARGET_ASSET_KEY
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/quotations/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/quotations/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/raffle_drop_bookmarks/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/raffle_drop_bookmarks/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/raffle_drop_entries/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/raffle_drop_entries/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/raffle_drop_entry_listings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/raffle_drop_entry_listings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/raffle_drop_entry_shares/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/raffle_drop_entry_shares/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/rating_answers/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/rating_answers/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/recurring_live_schedules/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/recurring_live_schedules/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_challenge_milestone_progress/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/referral_challenge_milestone_progress/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_challenge_progress/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/referral_challenge_progress/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_challenge_referred_user/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/referral_challenge_referred_user/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_codes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/referral_codes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_credit_pending_reveal/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/referral_credit_pending_reveal/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/refund_requests/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/refund_requests/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/reportreasons/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/reportreasons/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/saved_searches/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/saved_searches/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_account_settings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_account_settings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_activation_states/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_activation_states/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_application_states/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_application_states/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_default_shipping_settings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_default_shipping_settings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_incentive/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_incentive/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_livestream_shipping_settings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_livestream_shipping_settings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_loyalty_program/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_loyalty_program/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_order_cancellation_reasons/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_order_cancellation_reasons/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_promotions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_promotions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_taxes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/seller_taxes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/share_url/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/share_url/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/sharing/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/sharing/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipment_insurance_info/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipment_insurance_info/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipment_items/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipment_items/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipments/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipments/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_adjustment_line_items/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipping_adjustment_line_items/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_adjustments/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipping_adjustments/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_credit_usages/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipping_credit_usages/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_credits/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipping_credits/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_insurance_claims/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipping_insurance_claims/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_labels/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipping_labels/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_manifests/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipping_manifests/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_profiles/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipping_profiles/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_users/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/shipping_users/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/show_notes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/show_notes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/smart_contracts/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/smart_contracts/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/statement/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/statement/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/statement_line_item/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/statement_line_item/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/stories/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/stories/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/story_listings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/story_listings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/story_user_actions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/story_user_actions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/stripe_early_fraud_warnings/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/stripe_early_fraud_warnings/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/support_report_reasons/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/support_report_reasons/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/surfaces/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/surfaces/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/survey_questions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/survey_questions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/survey_user_answers/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/survey_user_answers/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/surveys/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/surveys/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/tax_input_items/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/tax_input_items/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/tax_line_items/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/tax_line_items/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/tax_transactions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/tax_transactions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/taxonomies/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/taxonomies/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/taxonomy_cron_job/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/taxonomy_cron_job/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/team_member_invites/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/team_member_invites/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/team_members/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/team_members/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/time_listing_events/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/time_listing_events/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/tips/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/tips/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_actions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ts_actions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_addresses/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ts_addresses/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_email_template/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ts_email_template/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_fraud_guardrail_exceptions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ts_fraud_guardrail_exceptions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_tag_action/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ts_tag_action/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_tags/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ts_tags/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_users/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ts_users/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_violations/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/ts_violations/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/unique_item_events/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/unique_item_events/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/unique_items/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/unique_items/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/unsafe_text/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/unsafe_text/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_blocking/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_blocking/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_cross_stream_keys/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_cross_stream_keys/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_device/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_device/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_external_oauth_ids/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_external_oauth_ids/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_follows/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_follows/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_loyalty_status/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_loyalty_status/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_object_action/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_object_action/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_permission_action/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_permission_action/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_permissions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_permissions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_preferences/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_preferences/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_profiles/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_profiles/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_reports/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_reports/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_state/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_state/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_strikes/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/user_strikes/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/users/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/users/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/verification_request_line_items/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/verification_request_line_items/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/verification_requests/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/verification_requests/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/verification_submissions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/verification_submissions/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/videos/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/videos/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/wallet_entry/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/wallet_entry/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/webhook_events/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/webhook_events/refresh_most_recent_tables
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/webhook_subscriptions/create_rds_snapshot_table,snowflake/APP_DATA/CDC_PROD/webhook_subscriptions/refresh_most_recent_tables
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/Lives/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/ad_auctions/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/ad_bandits/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/ad_bidding/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/ad_campaign_performance_stats/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/ad_campaigns/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/ad_credit_campaigns/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/ad_forecasting_values/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/addresses/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/addresses_allowlist/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/ads_attribution/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/api_listing_attributes/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/api_product_attributes/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/auction_bidders/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/auction_info/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/brands/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/break_spot_options/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/break_spots/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/breaks/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/bulk_imported_listings/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/bulk_upload_jobs/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/bundling_windows/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/buyer_default_shipping_settings/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/buyer_livestream_shipping_settings/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/cancellation_requests/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/cards/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/catalog_product_attributes/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/catalog_product_type_attributes/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/catalog_product_types/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/catalog_products/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/categories/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/category_catalog_product_types/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/client_app_install_tokens/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/client_app_installs/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/client_apps/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/community_boost_contributions/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/community_boost_jars/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/conversation_group_participants/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/conversation_groups/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/coupon_claims/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/coupon_usages/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/coupons/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/credit_expiry/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/cross_stream_status/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/currency_conversion_rates/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/deal_proposal/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/delayed_action_jobs/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/editorial_pushes/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/entitlements/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/entity_relationships/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/entity_restrictions/monitoring
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake/APP_DATA/PUBLIC/experiences/monitoring
