ASSET_KEY,ASSET_GROUP,SERVICE_TIER,DOMAIN,RESOURCE_TYPE
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_profiles/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_users/create_rds_snapshot_table,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/show_notes/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/smart_contracts/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/statement/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/statement_line_item/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/stories/create_rds_snapshot_table,snowflake__monitoring,t2,Discovery,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/story_listings/create_rds_snapshot_table,snowflake__monitoring,t2,Discovery,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/story_user_actions/create_rds_snapshot_table,snowflake__monitoring,t2,Discovery,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/stripe_early_fraud_warnings/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/support_report_reasons/create_rds_snapshot_table,snowflake__monitoring,t2,CustomerExperienceEngineering,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/surfaces/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/survey_questions/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/survey_user_answers/create_rds_snapshot_table,snowflake__monitoring,t1,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/surveys/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/tax_input_items/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/tax_line_items/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/tax_transactions/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/taxonomies/create_rds_snapshot_table,snowflake__monitoring,t1,Search,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/taxonomy_cron_job/create_rds_snapshot_table,snowflake__monitoring,t2,Discovery,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/team_member_invites/create_rds_snapshot_table,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/team_members/create_rds_snapshot_table,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/time_listing_events/create_rds_snapshot_table,snowflake__monitoring,t2,Seller Merchandising,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/tips/create_rds_snapshot_table,snowflake__monitoring,t1,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_actions/create_rds_snapshot_table,snowflake__monitoring,t1,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_addresses/create_rds_snapshot_table,snowflake__monitoring,t1,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_email_template/create_rds_snapshot_table,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_fraud_guardrail_exceptions/create_rds_snapshot_table,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_tag_action/create_rds_snapshot_table,snowflake__monitoring,t1,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_tags/create_rds_snapshot_table,snowflake__monitoring,t1,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_users/create_rds_snapshot_table,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ts_violations/create_rds_snapshot_table,snowflake__monitoring,t1,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/unique_item_events/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/unique_items/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/unsafe_text/create_rds_snapshot_table,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_blocking/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_cross_stream_keys/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_device/create_rds_snapshot_table,snowflake__monitoring,t1,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_external_oauth_ids/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_follows/create_rds_snapshot_table,snowflake__monitoring,t1,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_loyalty_status/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_object_action/create_rds_snapshot_table,snowflake__monitoring,t1,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_permission_action/create_rds_snapshot_table,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_permissions/create_rds_snapshot_table,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_preferences/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_profiles/create_rds_snapshot_table,snowflake__monitoring,t1,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_reports/create_rds_snapshot_table,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_state/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/user_strikes/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/users/create_rds_snapshot_table,snowflake__monitoring,t1,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/verification_request_line_items/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/verification_requests/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/verification_submissions/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/videos/create_rds_snapshot_table,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/wallet_entry/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/webhook_events/create_rds_snapshot_table,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/webhook_subscriptions/create_rds_snapshot_table,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/PUBLIC/Lives/monitoring,snowflake__monitoring,t2,Inventory,snowflake
snowflake/APP_DATA/PUBLIC/ad_auctions/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/ad_bandits/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/ad_bidding/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/ad_campaign_performance_stats/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/ad_campaigns/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/ad_credit_campaigns/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/ad_forecasting_values/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/addresses/monitoring,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/PUBLIC/addresses_allowlist/monitoring,snowflake__monitoring,t1,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/PUBLIC/ads_attribution/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/api_listing_attributes/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/api_product_attributes/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/auction_bidders/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/auction_info/monitoring,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/brands/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/break_spot_options/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/break_spots/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/breaks/monitoring,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/bulk_imported_listings/monitoring,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/bulk_upload_jobs/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/bundling_windows/monitoring,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/PUBLIC/buyer_default_shipping_settings/monitoring,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/PUBLIC/buyer_livestream_shipping_settings/monitoring,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/PUBLIC/cancellation_requests/monitoring,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/PUBLIC/cards/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/catalog_product_attributes/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/catalog_product_type_attributes/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/catalog_product_types/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/catalog_products/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/categories/monitoring,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/category_catalog_product_types/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/cdc_create_shared_objects,snowflake__monitoring,t3,DataPlatform,snowflake
snowflake/APP_DATA/PUBLIC/client_app_install_tokens/monitoring,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/PUBLIC/client_app_installs/monitoring,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/PUBLIC/client_apps/monitoring,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/PUBLIC/community_boost_contributions/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/community_boost_jars/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/conversation_group_participants/monitoring,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/PUBLIC/conversation_groups/monitoring,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/PUBLIC/coupon_claims/monitoring,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/PUBLIC/coupon_usages/monitoring,snowflake__monitoring,t1,Growth,snowflake
snowflake/APP_DATA/PUBLIC/coupons/monitoring,snowflake__monitoring,t1,Growth,snowflake
snowflake/APP_DATA/PUBLIC/credit_expiry/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/cross_stream_status/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/currency_conversion_rates/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/deal_proposal/monitoring,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/PUBLIC/delayed_action_jobs/monitoring,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/PUBLIC/editorial_pushes/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/entitlements/monitoring,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/PUBLIC/entity_relationships/monitoring,snowflake__monitoring,t1,Search,snowflake
snowflake/APP_DATA/PUBLIC/entity_restrictions/monitoring,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/PUBLIC/experiences/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/external_product_taxonomy/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/friends/monitoring,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/PUBLIC/gifting_preferences/monitoring,snowflake__monitoring,t1,Community,snowflake
snowflake/APP_DATA/PUBLIC/handling_charges/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/hits/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/images/monitoring,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/impact_clicks/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/imported_contacts/monitoring,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/PUBLIC/invoice_line_items/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/invoices/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/item_disputes/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/ledger_transactions/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/listing_conditions/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/listing_properties/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/listing_review/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/listings/monitoring,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/live_access_restrictions/monitoring,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/PUBLIC/live_clip_recording_info/monitoring,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/PUBLIC/live_clip_user_actions/monitoring,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/PUBLIC/live_clips/monitoring,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/PUBLIC/live_listings/monitoring,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/live_recordings/monitoring,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/PUBLIC/lives_v2/monitoring,snowflake__monitoring,t2,Inventory,snowflake
snowflake/APP_DATA/PUBLIC/livestream_ad/monitoring,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/PUBLIC/livestream_rtc/monitoring,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/PUBLIC/livestream_tags/monitoring,snowflake__monitoring,t1,Search,snowflake
snowflake/APP_DATA/PUBLIC/livestream_watchlists/monitoring,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/PUBLIC/loyalty_achievement_definition/monitoring,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/PUBLIC/loyalty_achievement_group/monitoring,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/PUBLIC/loyalty_reward_definition/monitoring,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/PUBLIC/loyalty_user_achievement_progress/monitoring,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/PUBLIC/new_seller_group_conversation/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/new_seller_onboarding_session/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/notification_mutes/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/notification_settings/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/op_reviews/monitoring,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/PUBLIC/order_items/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/order_records/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/order_tax_transactions/monitoring,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/PUBLIC/order_taxes/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/orders/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/pack_entries/monitoring,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/PUBLIC/packs/monitoring,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/PUBLIC/paid_coupon_data/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/payment_refund_transaction_audit_logs/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/payment_transactions/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/payments/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/payout_accounts/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/payouts/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/pickup_details/monitoring,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/PUBLIC/pickup_requests/monitoring,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/PUBLIC/platform_charges/monitoring,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/PUBLIC/pre_signup_referral_contact/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/pre_signup_seller_application_contacts/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/premier_shop/monitoring,snowflake__monitoring,t2,Formats,snowflake
snowflake/APP_DATA/PUBLIC/premier_shop_evaluations/monitoring,snowflake__monitoring,t2,Formats,snowflake
snowflake/APP_DATA/PUBLIC/product_classifiers/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/product_profile_descriptors/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/product_profiles/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/product_tags/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/product_videos/monitoring,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/products/monitoring,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/profile_listings/monitoring,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/PUBLIC/question_choices/monitoring,snowflake__monitoring,t1,CustomerExperienceEngineering,snowflake
snowflake/APP_DATA/PUBLIC/quotations/monitoring,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/PUBLIC/raffle_drop_bookmarks/monitoring,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/PUBLIC/raffle_drop_entries/monitoring,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/PUBLIC/raffle_drop_entry_listings/monitoring,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/PUBLIC/raffle_drop_entry_shares/monitoring,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/PUBLIC/rating_answers/monitoring,snowflake__monitoring,t1,AppPlatform,snowflake
snowflake/APP_DATA/PUBLIC/recurring_live_schedules/monitoring,snowflake__monitoring,t2,Inventory,snowflake
snowflake/APP_DATA/PUBLIC/referral_challenge_milestone_progress/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/referral_challenge_progress/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/referral_challenge_referred_user/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/referral_codes/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/referral_credit_pending_reveal/monitoring,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/PUBLIC/refund_requests/monitoring,snowflake__monitoring,t1,Payments,snowflake
