ASSET_KEY,ASSET_GROUP,SERVICE_TIER,DOMAIN,RESOURCE_TYPE
snowflake/APP_DATA/CDC_PROD/user_reports/refresh_most_recent_tables,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/CDC_PROD/user_state/create_history_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/user_state/refresh_most_recent_tables,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/user_strikes/create_history_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/user_strikes/refresh_most_recent_tables,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/users/create_history_table,snowflake__monitoring,t1,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/users/refresh_most_recent_tables,snowflake__monitoring,t1,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/verification_request_line_items/create_history_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/verification_request_line_items/refresh_most_recent_tables,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/verification_requests/create_history_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/verification_requests/refresh_most_recent_tables,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/verification_submissions/create_history_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/verification_submissions/refresh_most_recent_tables,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/videos/create_history_table,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/videos/refresh_most_recent_tables,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/CDC_PROD/wallet_entry/create_history_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/CDC_PROD/wallet_entry/refresh_most_recent_tables,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/CDC_PROD/webhook_events/create_history_table,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/CDC_PROD/webhook_events/refresh_most_recent_tables,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/CDC_PROD/webhook_subscriptions/create_history_table,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/CDC_PROD/webhook_subscriptions/refresh_most_recent_tables,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream/create_history_table,snowflake__monitoring,t4,DataPlatform,snowflake
snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream/quality_monitoring,snowflake__monitoring,t4,DataPlatform,snowflake
snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream/refresh_most_recent_tables,snowflake__monitoring,t4,DataPlatform,snowflake
snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream_product/create_history_table,snowflake__monitoring,t4,DataPlatform,snowflake
snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream_product/quality_monitoring,snowflake__monitoring,t4,DataPlatform,snowflake
snowflake/APP_DATA/LIVESTREAM_CDC_PROD/livestream_product/refresh_most_recent_tables,snowflake__monitoring,t4,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/Lives/create_rds_snapshot_table,snowflake__monitoring,t2,Inventory,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_auctions/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_bandits/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_bidding/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_campaign_performance_stats/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_campaigns/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_credit_campaigns/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ad_forecasting_values/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/addresses/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/addresses_allowlist/create_rds_snapshot_table,snowflake__monitoring,t1,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ads_attribution/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/api_listing_attributes/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/api_product_attributes/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/auction_bidders/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/auction_info/create_rds_snapshot_table,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/brands/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/break_spot_options/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/break_spots/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/breaks/create_rds_snapshot_table,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/bulk_imported_listings/create_rds_snapshot_table,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/bulk_upload_jobs/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/bundling_windows/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/buyer_default_shipping_settings/create_rds_snapshot_table,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/buyer_livestream_shipping_settings/create_rds_snapshot_table,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/cancellation_requests/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/cards/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/catalog_product_attributes/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/catalog_product_type_attributes/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/catalog_product_types/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/catalog_products/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/categories/create_rds_snapshot_table,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/category_catalog_product_types/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/client_app_install_tokens/create_rds_snapshot_table,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/client_app_installs/create_rds_snapshot_table,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/client_apps/create_rds_snapshot_table,snowflake__monitoring,t2,Seller Scaling,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/community_boost_contributions/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/community_boost_jars/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/conversation_group_participants/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/conversation_groups/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/coupon_claims/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/coupon_usages/create_rds_snapshot_table,snowflake__monitoring,t1,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/coupons/create_rds_snapshot_table,snowflake__monitoring,t1,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/credit_expiry/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/cross_stream_status/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/currency_conversion_rates/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/deal_proposal/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/delayed_action_jobs/create_rds_snapshot_table,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/editorial_pushes/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/entitlements/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/entity_relationships/create_rds_snapshot_table,snowflake__monitoring,t1,Search,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/entity_restrictions/create_rds_snapshot_table,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/experiences/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/external_product_taxonomy/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/friends/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/gifting_preferences/create_rds_snapshot_table,snowflake__monitoring,t1,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/handling_charges/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/hits/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/images/create_rds_snapshot_table,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/impact_clicks/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/imported_contacts/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/invoice_line_items/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/invoices/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/item_disputes/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/ledger_transactions/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/listing_conditions/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/listing_properties/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/listing_review/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/listings/create_rds_snapshot_table,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_access_restrictions/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_clip_recording_info/create_rds_snapshot_table,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_clip_user_actions/create_rds_snapshot_table,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_clips/create_rds_snapshot_table,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_listings/create_rds_snapshot_table,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/live_recordings/create_rds_snapshot_table,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/lives_v2/create_rds_snapshot_table,snowflake__monitoring,t2,Inventory,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/livestream_ad/create_rds_snapshot_table,snowflake__monitoring,t2,Ads,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/livestream_rtc/create_rds_snapshot_table,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/livestream_tags/create_rds_snapshot_table,snowflake__monitoring,t1,Search,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/livestream_watchlists/create_rds_snapshot_table,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/loyalty_achievement_definition/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/loyalty_achievement_group/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/loyalty_reward_definition/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/loyalty_user_achievement_progress/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/new_seller_group_conversation/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/new_seller_onboarding_session/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/notification_mutes/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/notification_settings/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/op_reviews/create_rds_snapshot_table,snowflake__monitoring,t2,AppPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/order_items/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/order_records/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/order_tax_transactions/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/order_taxes/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/orders/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pack_entries/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/packs/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/paid_coupon_data/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payment_refund_transaction_audit_logs/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payment_transactions/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payments/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payout_accounts/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/payouts/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pickup_details/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pickup_requests/create_rds_snapshot_table,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/platform_charges/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pre_signup_referral_contact/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/pre_signup_seller_application_contacts/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/premier_shop/create_rds_snapshot_table,snowflake__monitoring,t2,Formats,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/premier_shop_evaluations/create_rds_snapshot_table,snowflake__monitoring,t2,Formats,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_classifiers/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_profile_descriptors/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_profiles/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_tags/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/product_videos/create_rds_snapshot_table,snowflake__monitoring,t2,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/products/create_rds_snapshot_table,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/profile_listings/create_rds_snapshot_table,snowflake__monitoring,t1,Marketplace,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/question_choices/create_rds_snapshot_table,snowflake__monitoring,t1,CustomerExperienceEngineering,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/quotations/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/raffle_drop_bookmarks/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/raffle_drop_entries/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/raffle_drop_entry_listings/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/raffle_drop_entry_shares/create_rds_snapshot_table,snowflake__monitoring,t2,DataPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/rating_answers/create_rds_snapshot_table,snowflake__monitoring,t1,AppPlatform,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/recurring_live_schedules/create_rds_snapshot_table,snowflake__monitoring,t2,Inventory,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_challenge_milestone_progress/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_challenge_progress/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_challenge_referred_user/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_codes/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/referral_credit_pending_reveal/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/refund_requests/create_rds_snapshot_table,snowflake__monitoring,t1,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/reportreasons/create_rds_snapshot_table,snowflake__monitoring,t2,GlobalTrustAndSafety,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/saved_searches/create_rds_snapshot_table,snowflake__monitoring,t2,Discovery,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_account_settings/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_activation_states/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_application_states/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_default_shipping_settings/create_rds_snapshot_table,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_incentive/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_livestream_shipping_settings/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_loyalty_program/create_rds_snapshot_table,snowflake__monitoring,t2,Community,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_order_cancellation_reasons/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_promotions/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/seller_taxes/create_rds_snapshot_table,snowflake__monitoring,t2,Payments,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/share_url/create_rds_snapshot_table,snowflake__monitoring,t2,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/sharing/create_rds_snapshot_table,snowflake__monitoring,t1,Growth,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipment_insurance_info/create_rds_snapshot_table,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipment_items/create_rds_snapshot_table,snowflake__monitoring,t2,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipments/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_adjustment_line_items/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_adjustments/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_credit_usages/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_credits/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_insurance_claims/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_labels/create_rds_snapshot_table,snowflake__monitoring,t1,Logistics,snowflake
snowflake/APP_DATA/MAIN_BACKEND_SNAPSHOTS_PROD/shipping_manifests/create_rds_snapshot_table,snowflake__monitoring,t2,Logistics,snowflake
